rate,comment
0,公館夜市第60攤可麗餅老闆娘戴手套的手一邊製作餐點一邊摸其它東西
0,到處都是在走動的人群裡面抽煙的！食安堪慮！小孩不要帶來逛，吸二手菸都飽了！
0,很髒、地板很多成年油垢很噁心、被踩扁的蟑螂屍體、攤販食品衛生堪慮怎麼沒人來稽查，很難想像這裡是中華民國一國的首都。
0,十分難停車，難開車的地方，汀州路小條車多，摩托車更多，警察也很多，行人也沒照人行道走，逛的很累。
0,20年過去了，只有吵雜擁擠，還能剩什麼？每條巷子街道的人行走道無法承載行人，誰管理的這裡？ 慎選餐廳飲食並留意巷道內餐廳緊急出口動向。
0,路窄人多，非常令人厭惡。有一家韓式炒泡麵攤子，口味尚可，量很少。
0,昨天跟同事約去逛公館，出公館站公館捷運站的1號出口，那有一個賣帽子的店，態度非常差，請大家不要去那家買，爛死了
0,這是大台北地區重要的交通樞紐 鄰近台大 是個年輕學子 以及眾多美食的好地方 開車跟騎機車  位置有限 大家坐大眾捷運 較方便
0,稱不上什麼夜市，沒啥好逛，只能叫做小型商圈
0,今天在玩具部體驗了什麼叫毫無人情味！ 那裡有兩個寶可夢遊戲機，人多的時候，排隊情況很糟糕，已經分不清哪個人排哪個機了，今天晚上我們家兩個小孩乖乖排在他們拉起的紅線範圍內，本想著9:45關機前起碼可以玩到一次，因為算算排在我們前面的玩家大家輪流的話，是可以玩到的。 結果排了半個多小時終於排到的時候（沒算還有人玩了沒出來排隊，又進入新的局），裡面的工作人員出來根本不理會我們的請求讓我們玩一次就冷冷的把機器關掉了，然後隔壁的那個玩家玩兩次也不輪流，他的第二次遊戲才剛剛開始，工作人員要等他結束才能關機，但就偏不讓我們玩。其實玩一次是6分鐘左右，商店10點關門，我們玩完也還是在他們關門前，而且也不會有更過分的要求，不會影響店員下班時間。 若是我們沒排隊而是最後一分鐘出現要求店員要等我們玩完，這就是我們不應該了，但孩子們很有耐心，也很守秩序的排隊，只是不知道有兩條隊伍，因我們前面的排的很亂。  所以我非常的認真的建議誠品公司如果提供兩台遊戲機就分兩個紅色的排隊線，而不是一堆人擠在遊戲機前面，真的分不出來哪個是玩家，哪個是陪同者，也不知道要怎麼排隊，或者在9:15分以後就放一個停止排隊的牌子，這樣來晚的人就不用排半個小時以後也玩不到，浪費時間！
0,6/29很驚訝能挖到這本翻譯著作，但本書價格偏貴，櫃檯男店員很好心幫我留到7/4，讓我7月時可以使用77折價券結帳，但7/3晚上我來結帳櫃檯拿書時卻滿肚子火，已明確告知書名、個人資訊、保留日期，女店員卻找不到書，居然就跟我說只能保留一天，該書已經沒有寄放在櫃檯，要我自行去服務台詢問書是否還在門市。  我至服務台詢問後，等了數十分鐘，服務台才跟我答覆說門市找不到這本，我只能把6月底請店員留書的情況再次完整陳述給服務台，服務台這才甘願請結帳櫃檯的人員重新找是否還保留在櫃檯處，並喝令我立馬到結帳櫃檯確認！  待我再次奔向結帳櫃檯時，二度向負責結帳的店員確認是否找到書，這次換成另一位捲毛戴眼鏡的女店員，看到她那種臉部表情的反應實在讓人火大，就一臉質疑我的樣子，一副輕浮模樣，之後才勉強再去後方寄放的櫃子找。  所幸最後有找到，而實際上該書其實一直都放在結帳後方的櫃子，不管這交接出什麼問題，要我這個消費者來回奔波服務台和結帳櫃檯之間有夠離譜，足足浪費了我半小時被當猴耍，被當皮球踢還不打緊，一來一往的過程店員無論在口氣應對上和臉部表情反應均難謂有禮，實為令人介懷之處，來消費卻又要承受店員如此傲慢態度，著實令人忿恚！
0,地下一樓的淨淨專櫃說什麼打卡送濕紙巾，但過去的時候騙說已經送完，也沒有公告在臉書，就愛辦活動又怕人家拿的心態，很糟糕！
0,餐廳11點開始沒問題，位置保留十分鐘也沒問題 結果一堆客人10:55分坐電梯上來像難民卡在誠品鐵門外面
0,早上九點半開車進誠品停B4，電梯沒開，爬樓梯到一樓才看到公告書店11點開，這種資訊可以在停車場路口就先公告嗎？至少電梯口也貼一下吧，爬樓梯就算了，停車費還白白繳了50元？！ Ps.停車管理員還硬拗說電梯口都有公告（明明沒有），新聞都有跑馬燈在說營業時間改了？官方app我是沒看到啦
0,雖然誠品信義年底結束營業覺得很可惜，不過保安人員的態度可以好一點嘛，不能因為有可能會失業而對人態度不好，尤其是保安組長，講得好像這裡是他家一樣，門口都歸他管........哎，誠品這個品牌可惜了～～～
0,停車場的繳費機吃錢，管理人員兇巴巴的說「好啦，我姑且相信你們」。讓人聽了感覺十分不適。我說你可以看監視錄影器沒關係，對方卻仍然堅持這麼說。為了100塊我有必要觸法嗎？再也不想來這裡消費了。有本事去告我吧，監視錄影器不會撒謊
0,看完報導後不會再去消費了⋯⋯  冒用誠品開搬家公司 判賠300萬元 三立新聞網 2021年1月15日·2 分鐘 (閱讀時間) 生活中心／綜合報導  著名商標可不能隨意取用！智慧財產法院1月8日二審宣判「誠品搬家公司」及「誠品優質包裝公司」多年來不當享受誠品品牌成果，判決「誠品搬家公司」、「誠品優質包裝公司」及兩家公司負責人陳山福敗訴並須賠償誠品300萬元新台幣。
0,深夜去空調會關的很小熱瘋了，還有一位在巡邏，你打瞌睡他會過來叫醒你。
0,B3停車場的格子太少，且臭氣薰天。可以去處理管線問題嗎？牽個車差點臭暈在現場…
1,由於統一集團不再讓誠品續租，預計年底(12/24)熄燈，24小時書店將由松菸店接棒 雖然它的熄燈是真的可惜，比起其他誠品、甚至是書店而言，這間的新書是最完整的，交通也非常發達(間接帶動統一時代百貨的生意) 但是大環境在改變，隨著網路發展，其實這間純書店的面積已經縮小了，而且許多人只看不買，書店部分主要是門面擔當。誠品很大的營收都是內部商店的租金，只是這幾年這間店的營收已達不到地主統一集團給的門檻，也只好熄燈。 這也不意味著誠品沒落了，誠品最近還在擴張，它可能不適合這裡罷了，像松菸店就做得不錯。
1,誠品信義2023.12.24就要關了😩以後台北晚上少一個地方去了 有些東西有折扣 有空可以來挖寶🥰
1,2023/8/12訪  一直是誠品書店的忠實粉絲，書店是我最喜歡去的地方，不斷增長的年紀更珍惜誠品的時光，雖然很遺憾因為經驗困難統一集團將收回誠品，誠品信義可能是唯一一個擁有這麼多實體藏書的地方，希望能找到一個好地方再現風華。  幾乎每個月都要去信義計畫區，也不能一天沒有書。
1,很幸運的遇到豎琴和鋼琴的音樂演奏，這摩近距離的聆聽觀賞，覺得誠品很棒  B1 美食街鮭魚料理
1,參加羅大佑｜回到愛河前-光陰的沙龍#5 <愛•河•人間>專輯概念分享會。 #喜歡羅大佑，他唱歌好有味道，帶著我們細數歲月的更迭，聽著歌回憶兒時美好時光與他ㄧ起慢慢變老。
1,相當悠閑的購物廣場 美食街也有相當寬敞的用餐空間 舒適的空間 平價的美食 真的值得一來喔！
1,誠品信義去了那麼多次，這次想好好打卡記錄一下、今年最後一次在誠品信義的六樓舉辦的理想文具展。  每次的文具展策展的企畫都讓人耳目一新。這次找來Peco Asano做主視覺插畫設計。自己也好喜歡她鮮明的色彩畫作。網路上有很多人分享這次的文具展商品記錄與開箱。紀念章蓋好蓋滿  謝謝誠品信義！ 在文具出版界  能辦成如此的盛會，就只有你們 每次沒讓人失望🥹❤️
1,誠品書店信義旗艦店開幕於2006年1月1日，位於信義計畫區的菁華區地帶  趁著信義誠品在收攤前，趕快再來朝聖 信義誠品，分成6樓，24 H在三樓 三樓則是以博物館為設計概念，陳列文學、人文等書籍 四樓則為日文書店、音樂館、文具館與藝術書店；此外還有美髮沙龍和香氛保養櫃。
1,雖然書本大部分都是那幾種（好賣導向），但在這個大環境有這樣大空間的24小時書店著實是令人尊敬
1,覺得室內氛圍很棒棒，B1也有金色三麥，還不錯吃哦，距離捷運站蠻近的，外面出來又有很多可以逛的地方
1,112.9.29.中秋節晚上Sogo逛街 遠東Sogo臺北復興館，是交通非常便利又近市內的百貨公司，就在捷運忠孝復興站2號口左轉即到。內有豐富多樣的商家、美食街，好逛、好吃、好休憩的空間。 今天是中秋節特別選擇到此一遊，因為不烤肉，特地找個美食慶祝佳節。晚上抵達現場看到大門外，設置了兩座漂亮的LED燈飾的木頭涼亭，夜景好拍、好坐，空間寬敞又有隱私，看來隔壁即將開幕的新光三越鑽石塔有良性競爭，福利了消費者！ B3今晚是人山人海，所有餐廳都是排隊人潮，從鼎泰豐、鐵板燒、拉麵、海南雞飯、蚵仔煎、小南門、解封後的報復性消費，促進經濟增長，好事一樁。中秋佳節果然快樂圓滿！
1,就為了 勝勢豬排而來，愛吃「腰內肉」（外表麵衣咬起來酥酥碎響，腰內肉是口口都有汁）及「生薑燒厚切里肌豬排」（肉質香甜，醬汁美味迷人），再搭配服務人員細心的、耐心的對待，尤其較年長的賓客，因不熟QR點餐也會從旁協助；也有些賓客點餐點多了，會在第一時間與賓客核對餐點；也些賓客對套餐組合不了解，會主動建議；此時桌數是客滿的，服務人員依舊鎮定做好該做的事；可見教育訓練得很好，也揪感心，謝謝您妳們！
1,週年慶11/9第一檔開始，贈品每一樣都好喜歡，怎麼辦。。。信用卡今天已經綁定Sogo App準備要好好來血拼了！
1,很好逛的一家百貨，愛買精品的人更要來逛逛，這次晚上吃鐵板燒，也好棒
1,今天去朋友工作的咖啡廳吃午餐，每一項都非常美味，在外面很難吃到這種驚為天人的美食，有經過台北復興的朋友們，也可以順便來光顧品嚐我朋友的手藝，絕對會讓你們不虛此行！
1,空間寬敞明亮，品牌集中很好逛，商場標示也很清楚很容易找到自己想找到的地方，餐飲選擇也超多~~喜歡逛街的人超推這裏👍👍👍
1,兔年換新景！很可愛！也很有過年的氣氛，可以來拍拍照！  第一次逛到9樓，沒想到還有藝術品特展和假山水造景！空間超大！ 無聊看看很厲害的精工，逛累坐在假山旁邊和休息都很舒服～～  還有超大片落地窗可以看外面的街景～好讚！
1,來自法國的 la trintaine 只有這裡才買得到 鐵盒餅乾好吃新奇又好玩 圖案很多很可愛 小朋友超愛
1,2023.07.19 11點進來大家都站在門口迎接 一種被重視的感受
0,8F Philips專櫃的男店員服務態度非常糟糕，來買電動牙刷替換刷頭，說櫃上沒有賣就告知顧客自行在 ‘’官網‘’ 下單。 而後我在現場直接上官網找，找了好久都找不到，又回到櫃上詢問，他當下因為有其他詢問電子鎖的客人，完全把在旁邊想詢問問題的我當空氣，還好有另一位女店員出現，告知 ‘’官網也並沒有販售！！’’ 要自行在網路通路尋找。 男店員不但不專業的給客戶錯誤資訊，又對客戶不理睬，購物體驗非常不好。
0,很不習慣九樓成真咖啡人員實在太兇，如果每次都這樣，真不願意再去，跟百貨的整體氛圍違和；未來隔壁新光三越的餐飲會帶來更多的選擇跟競爭，希望SOGO復興館的管理部門願意去進行瞭解和溝通，才有機會雙贏。
1,環境還不錯，蠻適合逛街的，店家很多，然後頂樓的展覽佈置（日式的橋瀑布神社？/角落生物/萬聖節的擺設）有感覺到用心，硬要說缺點應該就是感覺動線稍微擁擠，但是這個還好，因為這個地方寸土寸金
1,親切、明亮、美麗、乾淨的百貨公司👍
1,地點方便，美食街食物選擇多
0,我覺得在這裡寫評論應該是沒有用，但是我真心誠心的希望sogo復興館能夠重視這個問題，在復興館的一樓外面竟然設置了一個吸菸區，看起來是sogo設置的，如照片上的紅色箭頭所示。這個吸菸區真是的設置的非常糟糕，因為風ㄧ吹就是整個一樓門口全部都是菸味（如藍色箭頭所示），憋氣進去，然後吸到的全部都是二手菸，你們覺得會幾個人在那邊抽煙？我要隔壁對手百貨公司的員工，我也會來你們這邊抽煙⋯⋯⋯讓你們一樓都是菸味，降低你們的水準。  那邊絕對就是個吸菸區，因為裡面還有特地設置一個很大的煙灰缸，特地鼓勵附近的人都來這邊抽煙，讓人覺得sogo完全忽視來店顧客的身體健康。  過去幾年那邊就是個吸菸區，當時沒有特地用樹擋住，現在還用幾顆小樹擋住，簡直是掩耳盜鈴，二手菸豈能是用小樹就能擋住了。
1,"美食街有台灣小吃, 東南亞, 韓國料理應有盡有，地下二樓有超巿（雖然貴了點）還有麵包蛋糕伴手禮，樓上也有很多不錯的餐廳，賣場也比較宽敞沒壓迫感，夏天來逛既解暑又可品嚐美食很棒。"
1,位於非常精華的地段， 加上靠著捷運， 所以來此逛非常方便， 逛這裡時由於是平日關係， 逛街的人潮不算多， 有很多櫃位可以逛， 很不錯的百貨公司。
1,"有錢有閒,財富超級自由的人士聚集地"
0,因為它在百貨業算是長青樹，雖然曾經在此受騙（ 珠寶專櫃） 但是擺設，吃，穿，用都已經養成習慣，雖然也去過諸多百貨，最終還是回到次消費，笨吧消費者！
1,位於忠孝東路三段上的知名連鎖百貨公司，內部環境整潔明亮，如同其他百貨公司，販售商品包含食品、生活用品、家具、家電3C產品等，並依照其性質擺設於各樓層。  上次去是為了去B2的鼎泰豐。  店家位於大馬路旁，有自己的地下停車場，停車空間非常充足，附近也鄰近捷運站及多條公車路線，交通相當便利。
1,復興館忠孝館透過地下捷運走道 連成一氣 ，帶來不少方便，買了一個新鍋，超滿意
1,這裡有好吃，有好逛的，如果你不喜歡人擠人，又不喜歡什麼都排隊的話（像我），就不要太早去。雖然也有風險遇到打烊或者賣完的，但是比較自在的逛我是開心一點啦。 現在都有捷運可以到，很方便。
1,有空的時候會跟著老婆或是家人來這走走，偶爾夾娃娃偶爾吃吃熟悉的小吃，然而在北部的各大夜市中，這裡好吃的就比較侷限，比較不像南機場或是寧夏夜市這麼的熱絡，可以吃的種類非常多，方便的一點就是這裡距離捷運站很近，出捷運站口就是夜市。  如果有特別目的的時候，還是喜歡吃吃油飯，喝上一碗肉羹東發號，吃過一次之後，就對濃濃的麻油味所吸引，而第二選擇大概就是特定一處的燙魷魚，買了之後就是找到一塊空地現買現吃，逛夜市有趣的地方就是買了馬上吃，帶走反而就沒有到夜市的感覺了XD
1,best night market! so many stalls that i walked till damn tired and hungry 😂😂😂 必吃:!!! 美食#1 百年老店東發號蚵仔麵線 美食#2 名彭下港臭豆腐 美食#3 福州世祖胡椒餅 美食#4 陳董藥燉排骨 美食#5 阿國滷味 美食#6 紅燒牛肉麵、牛雜湯
1,平日也是很多人的，外國人很多。攤販重複性太高，骰子牛就近10攤了。整體而言還蠻好逛的，停車方便。
1,"Top 1 night market in Taipei Variety of choices available and all taste good too! Not even one that disappoint us Must visit when you're in Taipei! Located just outside of Song Shan mrt station Super easy to get to it  地瓜球 - Chewy sweet potato ball 花枝烧 - Very crispy and tender 龙须糖 - Quite sticky 骰子牛 - Taste really good 脆皮烧肉 - Literally melt in your mouth 爆浆菇 - Crispy 杏鲍菇 铜锣烧 - Many flavours to choose from 芋头酥 - Deep fried yam & salted egg yolk pastry 金桔柠檬 - Super flavourful 冰火菠萝 - We had the ice cream one, hot & crispy and cold at the same time"
1,饒河街夜市是個交通便利的夜市，不管是搭捷運還是開車前往都很方便。 夜市裡除了好吃的好喝的，還有很多可以玩的跟衣服包包可以逛，樣樣齊全。 好吃的胡椒餅、日式章魚小丸子、炸天婦羅、臭豆腐還有很多其他的，怕熱的也有涼圓或是剉冰可以選擇唷。
1,最喜歡這裡的 冰火波蘿、拔絲地瓜  吃飽可以到彩虹橋走一走蠻浪漫的
1,饒河夜市是台灣台北市最著名且最受歡迎的夜市之一。位於饒河街與基隆河之間的饒河夜市，擁有豐富多樣的美食、娛樂和購物選擇，每年吸引著大量的遊客和當地居民。  饒河夜市的特色之一是其美食。這裡有著無數的攤位和小吃店，提供各種令人垂涎欲滴的台灣傳統美食和國際風味菜餚。你可以品嚐到台灣著名的小吃，如大腸包小腸、蚵仔煎、滷肉飯、鹽酥雞和珍珠奶茶等。無論你是喜歡辣的、甜的、鹹的或者清淡的口味，饒河夜市都能滿足你的味蕾。  除了美食，饒河夜市還提供了許多娛樂活動和遊戲攤位。你可以在這裡玩射擊遊戲、射箭、彈珠機和各種刺激的遊戲，讓你感受到獨特的娛樂氛圍。此外，你還可以找到許多攤位販賣時尚服飾、手工藝品、飾品和其他商品。無論你是想購物還是尋找紀念品，饒河夜市都是一個理想的地方。  饒河夜市的熱鬧和繁華使其成為夜晚時分最受歡迎的聚集地之一。當夜幕降臨時，夜市的燈光照亮整個區域，營造出一種獨特的氛圍。這裡總是人潮湧動，熙熙攘攘，讓你感受到台灣夜市文化的魅力。  饒河夜市位於台北市東區，交通便利。你可以乘坐捷運前往，最近的捷運站是松山站。從捷運松山站步行約10分鐘即可到達夜市。此外，附近還有許多酒店和住宿
1,2023年10月23日星期一，傍晚的時候來饒河夜市晃晃，才5點左右就已經擠滿了人耶，夜市真的是個很好買很好逛的地方耶，這裡來過不少次了，以前高中時期還會陪同學來這裡穿耳洞。今天來到這裡，第一站肯定買我愛吃涼圓，直接買100元的綠豆，冰冰涼涼QQ的好好吃，對於我這個軟軟的控來說愛死，然後再來買個每次來夜市一定想喝的泰式奶茶🥰，原本還想吃必吃的冰火湯圓，不過太飽了啦，女友還買的炸芋頭酥，不太吃炸物的她，意外覺得好吃耶。 - 目前是滿等嚮導，有需要探店、寫評論🌟，主頁有資訊，可以聯繫我☺️，喜歡可以追蹤一下，謝謝。
1,饒河街真的很好逛，一條直路兩邊都有很多檔口，胡椒餅好吃！！！又距離松山站5號出口很近，真的很方便！
1,台北市最好逛的也是，各式小吃美食應有盡有，一路吃喝不停，離松山車站近，也有捷運可抵達，附近有八德立體停車場，停車方便，旁邊也有河岸自行車道，各國觀光客都愛來的夜市。
1,位於松山車站/捷運站附近的觀光夜市 在這邊可以感受到非常擁擠且熱鬧的台灣氛圍 美食重覆性不算高，價格沒有像士林夜市一樣被哄抬的很嚴重 還保有很多的銅板美食 喜歡熱鬧氣氛的人可以來這邊逛逛 夜市很長，從頭吃到尾一定可以吃飽！ 但是水果賣很貴，跟士林有得比 觀光客要斟酌一下不要花了不該花的錢～
1,"台灣夜市該有的，這裡全有。最出名的是胡椒餅，藥豚排骨／羊肉湯，湊豆腐，地瓜球，大腸抱小腸， 他。水煮油魚，等等。沒肚子可裝全部。只好拍照留念。捷運／火車松山站。从台北任何地方都非常方便。我個人推薦搭火車 （不用走那麼遠），因為捷運要換線。 Rouhe, the best Night Market in Taiwan, Taipei now. Sailing Night Market is History."
0,2023/10/30 可能是台北乃至全台灣數一數二貴的夜市。食物的類型多，但有不少有名店家有copycat，如果是比較執著的人，需要注意一下。
1,饒河夜市是個方便到達的夜市，其米其林推薦之阿國滷味即在捷運出口處不遠；阿國滷味單吃不沾醬則有滷味的清香，淋上醬汁則更加分，不會因為淋上醬汁而過鹹。牌樓下的胡椒餅亦是推薦名單之一，光看大排長龍的隊伍就知道是多麼誘人的美食。東發號必點為油飯、肉羹湯、麵線。
1,小而美的夜市 吃吃東西，去廟裡求籤 還能到後面河濱公園散步唷 很喜歡來這裡
1,饶河夜市是我最喜欢走的夜市，也有我最爱吃的鸡腿卷。地瓜球也蛮好吃的。非常多的选择。是来台湾一定要来的地方。
1,進到裡面 只能用 人山人海 水泄不通 來形容😂😂😂 好多外籍觀光客 幾乎每攤都有客人 大家好愛逛夜市喔！ （台灣獨特文化） 美食魅力無法擋🙌
1,很好逛的夜市！ 距離捷運松山站很近，搭大眾運輸工具前來十分方便，店家也很熱情貼心。很棒的體驗，會很想常來！
0,鳥蛋、地瓜球、糖葫蘆跟木瓜牛奶加起來260 真的是越來越貴了
1,每次必買的食物！！ 從小來饒河 門口這間永遠人潮多多 一直排隊 （排超長） 我只能說牛肉餡超多 沒在客氣的給 所以吃起來很有飽足感 熱熱的吃還會噴汁  畫面光用想的就又流口水想吃了！！哈哈哈  吃完還可以來附近的彩虹橋走走 饒河真的是很棒的地方
1,人潮洶湧，搭捷運或是火車都很方便，在車站旁，很適合旅客來走走
1,2023年9月21日 星期四 初次到訪 2023年9月23日 星期六 18時56分 評論 松山最熱鬧的地方
0,油炸食品多選擇，水果柸攤檔二十步之間，有，猪排，猪肉食檔，牛肉麵店，豆漿，煎餅，....
0,逛饒河夜市， 沒想像中那麼好！ 外國人居多！ 胡椒餅還是排隊那麼多人！ 1個要$60！ 我不想排！
0,蠻多外國人會來逛的觀光夜市，但感覺沒有特別好吃還是有特色，東西相較其他地方，也比較昂貴，如果把它當成觀光景點來看，其實偶爾來走走還是不錯的。
1,東西多，有的很貴，有的還好，這邊有家米粉湯才35元，2塊油豆腐才35元，比之前在台中大坑某家米粉湯值得多了。
1,人氣很旺的夜市，入口處就是松山捷運站，很適合外地人直接搭捷運過來逛逛，非常加分，攤販商家店數夠多，緊湊型的街道，逛起來更有濃厚的台灣夜市味道！👍
1,"非常好逛~燒烤杏鮑菇、椰漿西米露、杏仁豆腐、小明冰果室...素食異國料理寶林咖啡館（道地馬來西亞）咖哩飯,特別又美味...推推，還有座位提供內用！  下次再來繞河夜市，要再多嚐嚐素食大阪燒!"
1,"""饒河夜市真的是一個驚喜的寶藏！從各種美味小吃到手工藝品，每一步都充滿了發現。繁忙的攤位、熱鬧的氛圍，以及那獨特的街頭文化，都讓人流連忘返。每次品嚐那裡的美食，都仿佛是一次舌尖上的旅行。強烈推薦給那些想要體驗台灣真正的夜市魅力的人！"""
1,夜市好行，不擠逼，可以選擇自己想看的，想食的。最好食都是街頭的胡椒餅。皮脆，肉汁，熱辣辣
1,饒河夜市，好幾年沒來，這次終於可以前往饒河夜市來逛逛。其實滿長一條的，胡椒餅、臭薯條、地瓜球、炭烤雞排、臭豆腐、陳董藥墩排骨、烤玉米、香蕉煎餅、鐵板燒，綠豆沙、果汁、茶類，應有盡有。逛完一整圈會胖不少！
0,不得不說，台灣人真的健忘又貪婪 忘了疫情時期的沒落 忘了門可羅雀的時期 短視近利  簡單一句就是敲觀光客的  一杯冬瓜茶$35 一杯基本紅茶、綠茶$40 比五十嵐還差的品質、比五十嵐還貴的價格  沒觀光客來的時候哀鴻遍野怪政府無作為 卻沒檢討自己為什麼連台灣人都不來捧場  有觀光客來的時候哄抬價格盡情剝削 一個地方的興起或沒落取決於自己的作為  相隔幾年來到饒河覺得滿滿的失望 不是買不起，而是不想讓貪婪的攤販賺 我寧願走遠一點去買萊爾富的飲料…  短時間應該也不會來逛了 寧願去晴光寧夏士林
1,離家最近又好吃好逛的夜市 就屬繞河夜市了！ 來回走完兩道時間跟肚子都剛剛好～ 人潮很多，疫情過後的週末更是可怕 夏天要做好洗三溫暖的準備💦
1,以前逛夜市找美食小吃是樂趣，現在逛夜市真的是觀光客的專屬景點。 好久沒有來到饒河街夜市，看到的都是觀光客，別有一番風貌，對在地人的我也是一種不同的體驗。 相對的小吃的價格，雖然還是銅板價，但是夾著的觀光兩個字，比起以往回憶中的平價小吃，就加了一點觀光的獨特成本，所以也有稍微調漲喔😆 話說回來，隨著物價上揚而漲幅，整體來說，很正常啦！  附上唯一讓我非常驚訝的，就是點痣這個行業還存在呢，所以拍下照片做歷史的見證，剩下充滿歡光客的歡樂感覺，就讓各位來體會囉！  今晚是一個非常愉快的夜市之旅，旁邊還有慈祐宮，很有傳統文化的感受，同時增加正能量，是療癒心情的好地方唷❤️
1,從小巨蛋聽完演唱會立馬趕來，當天下毛毛雨然後有些店都收了，倒是有滿滿的西瓜汁店家，點了烤羊肉還有德國豬腳和西瓜汁，味道都不錯，只是太晚了沒吃到一些名店有點可惜。
1,最喜歡逛夜市 ～ 近幾年饒河夜市吃的選擇多到令我眼花瞭亂😄 而且每攤各有特色，幾乎都大排長龍 今天挑了幾家來試試  1. 大川鐵板炒羊肉 羊肉是炒的挺入味，就是肉肉太少，不滿足 起司蛋很好吃  2. 菓匠銅鑼燒 有好多種口味可混搭，一盒六顆裝，小小一個吃了沒負擔  3. 御品元冰火湯圓 超超超級愛😋Q Q的芝麻湯圓淋上桂花蜜，甜甜滋味在心頭，最後再來碗檸檬冰解膩，真是暢快  4. 金鑽豆乳香香雞 單純為了彌補剛才沒吃到的肉肉，豆乳是蠻入味，不過有點炸的過乾（小可惜）  #台北市夜市 #饒河夜市 #大川鐵板炒羊肉 #菓匠銅鑼燒 #御品元冰火湯圓 #金鑽豆乳香香雞
1,搭火車來或捷運來都非常的方便 夜市該有的東西這裡全部都有!!!!!!!!!!!! 攤位超級多~~~  選擇障礙多到吃不下哈哈哈
1,我個人對於麵包並沒有特別的喜歡 可吃也可不吃 也不會特別的去買麵包來吃 但是有一間我真心的推薦 饒河夜市的冰火菠蘿 而且老闆也很有趣 如果各位又去饒河夜市的話一定一定要去買來試看看 而且一定要先吃喔
1,有很多外國觀光客！可以選擇的美食超級無敵多，夾娃娃機店滿多間，平日來人也不少～
1,高雄人踩個點！ 好吃也好逛的夜市 除了🈶️許多名聞遐邇的美食外 路上也不乏各類店舖 除了能大快朵頤外還能在吃飽後 體驗各玩具公仔、夾娃娃店 特別推薦這家在路中間的臭豆腐
1,夜市鄰近松山站，交便十分方便。如果晚上是到台北101遊覽後，可坐66號公車到饒河街夜市。夜市裏食物種類很多，地瓜球、格子鬆餅、必比登麻糬和火雞飯等等。夜市兩旁還有不少商店，邊走邊吃，是台北必到的夜市。
1,身子癢想人擠人時就來晃晃，也有不少好吃的美食充分體驗台灣的小吃文化。
0,非常多观光客 食物水平在一般以上 但不会让人特别惊艳 阿国卤味卤得很入味 内脏处理的很好 没骚味 我不吃内脏的女友都可以接受 胡椒饼热热出锅在冷天吃很温暖 臭豆腐一般 冰火汤圆很特别 皮放在冰块口感还能保持Q 弹
1,到埗第一餐，就是要吃飽飽🥰 #台北美食 #夜市  2023-06-21
1,好吃好逛，是我逛過最不無聊的夜市，必吃必比登麻糬，還有烤玉蜀黍，現做銅鑼燒也是一絕，餅皮又Q內餡滋味讓人印象深刻，夜市旁邊還有彩虹橋，可以供遊客休息吃東西，真的很適合夏天，晚風伴美食🍽
1,夜市規模很大，慢慢逛的話來回走一圈可以逛一小時左右，攤位很多但重複性也蠻高的，非常多賣地瓜球的，不知道為什麼😂 食物水準的有中上程度，很多必比登名店，有些好吃有些普通，但都可以去吃看看，踩雷機率不高，唯一吃過不好吃的是脆皮蛋餅😑不懂為什麼可以大排長龍😂😂😂
1,胡椒餅芋頭酥必吃，尤其是胡椒餅，好吃到流湯，裡頭的藥膳排骨湯也是必吃，尤其有外國遊客可以介紹給他們，不管可不可以接受，絕對是來台灣必出的正宗美食，飯後甜點推薦湯圓、豆花和剉冰，反正裡頭的美食百百種，饒河夜市是台灣人以及外國遊客來台灣一定要來逛的夜市，絕對不會讓你失望的
0,非常多好吃的東西 店家態度都非常良好 價格合理 垃圾桶很少 而且垃圾桶要到一定時間才會出來 太早去垃圾桶還沒出來 垃圾只能一直拿在手上 或者有好心的店家幫忙丟  一個台灣最知名的幾個夜市之一 有那麼多的觀光客的一個知名夜市 順著廁所的標準走 找到的竟然是馬路對面的一個流動廁所 還沒開門就聞到一股惡臭 可想而知的是裡面的髒亂 建議乾脆把流動廁所收掉 引導大家去慈祐宮裡上乾淨的廁所 增加香油錢的同時也減少髒亂廁所丟台灣的臉
1,這次好像是第三次去，不過離上次來逛應該超過10年有了。
1,福州胡椒餅、陳董藥膳排骨必吃，生意好態度也很好。
1,現在裡面夜市太多娃娃機店面了，主要來看日本神轎
0,外國觀光客很多，人潮熱絡 滿多店家沒有標清楚價位 幾家攤位吃下來都相當普通，不致於驚艷  垃圾桶都有阿伯在固定清理，但地板油膩骯髒，水溝散發臭味，應該定期清洗維護
1,最喜歡藥燉排骨❤️ 小香腸也好好吃，久沒回台灣發現物價飆漲的速度實在不一般啊！
1,一如往常人非常的多 外國人真的變得好多 價錢方面已經正式變得不親民 但是旁邊巷子裡 還是有很便宜的東西可以吃 算是蠻有趣的
1,最近攤位變少，多了非常多新店家，很多店家也消失了。
1,超多吃的 後來娘親看上這一味😋 好吃唷 現點現作現吃 食材很飽滿👍👍👍
1,人很多，賣的東西有多樣性，動線還算可以；不過付款方式很多元，非常適合不習慣帶現金的人；週邊停車有停車場，不過可能會滿位
