rate,comment
0,紅樓請的街頭藝人真的很一般，尤其是這位女孩，唉都要聖誕節了還在唱悲情的國語情歌，嗯也不是唱的特別出彩！可以慎選表演的人選嗎？
0,早期紅樓戲院時代是某類族群尋伴密會之處，老夫高中時不察看電影時被摸大腿，立刻回以右鉤拳，現在此類人物活耀於左側夜店。
0,紅樓一個黃色頭髮很高的男生，騷擾我們女生，我們坐在紅樓前的機車上（最後確定不是他的，他跑過來直接罵說坐什麼坐起來啦，現在是怎樣，然後我們起來，他還跟著我們一直跟著我們騷擾我們女生，然後還一直擋住我們去路，不讓我們走，後面一直跟著我們我們都沒理他，他一路一直罵一直罵，吵架啊來啊什麼的，我覺得紅樓的人素質真的很差，而且因為他跟的太誇張我們走去哪他一直擋住我們去路，最後我們說去警察局，他又不去原地一直罵一直擋我們還想作勢打我們，我覺得看要不要去警察局再處理一件事情，不然以後一定會有女生在被紅樓的這位先生騷擾。太變態了
0,推行離館實名制，每次出館填資料很麻煩，不會特地來逛了。
0,太單調，還有什麼好逛的，市集的東西也不吸引人
0,紅樓茶坊的服務生態度很差，明明就點了飲料坐在裡面，大概1個小時後，飲料喝完了，服務生來收空杯時說了一句「這裡有低消喔」，所以我剛剛點的是什麼？當我沒消費嗎？還是飲料喝完就想趕人走了？
0,整面牆的珍貴老文物老照片，堂皇整修後，殘餘三塊磚三張照，設計理念是向對岸當年的破四舊致敬嗎？五星景點因掌權者高深或低淺經營理念，殘餘一顆，不能再多了。
0,因為是平日(週五)去，店幾乎都沒開，好蕭條，一點做生意的氣氛都沒有。好可惜！
0,一樓的女服務員非常沒禮貌，看到別人穿不同於日常風格的衣服就取笑他人，對到眼還很沒膽的躲到桌下。 聽老一輩的講，這裡以前是刑場，很陰，對那個敏感的人要注意，盡量別來
0,紅樓內有一間陳爸手工皂真的超有事，我要看的商品老闆一直不讓我看（是黃金做的？）跟我說很貴台灣人現在經濟不好買不起打發我看別的，我不懂他一直強調貴是要幹麻？ 是看不起人還是怎樣？如果覺得台灣人消費不起幹麻在台灣開店？有本事就從海外紅回台灣阿！！！我從頭到尾都不知道價格也不知道他在叫貴什麼，那你嫌台灣人買不起你還賣貴難道是頭殼有問題嗎？好怪的邏輯。第一次遇到這麼奧的店，紅樓你們自己找人改天去領教一下，我還真不知道現在你們已轉型為不接台客的經營模式了，這種服務應該被檢討不然台灣是不會進步的！
1,食材選擇真的超多樣，完全不怕吃～～ 雖然自助區永遠都是人，但說實在的補貨速度真的非常快，想吃的還是一直都會出！  當月生日還能換龍蝦呦❤️
1,食材跟飲料都非常豐富，飲料櫃還有酒類不需另外加價還不錯，食材一次不會出太多，快空了再補，吃到的就不會放太久，滷豆腐給的很大方
1,當月壽星送了中隻龍蝦，雖然價格不是很親民，但食材真的不簡單，我最愛他們的麻辣鍋，湯頭很棒，鴨血豆腐真的很入味，水果、甜點飲料真的好豐富，久久就會想來吃一次！
1,海鮮種類多🦞 小龍蝦 天使紅蝦 胭脂蝦 鮑魚 干貝都有 人一直都很多 剛開始夾料時需要等一陣子 但補的速度很快  美中不足的是 點的鍋是海鮮干貝鍋 但來的是青菜+洋蔥+枸杞鍋？ 店員說是海鮮干貝 但喝起來叫無味  生日有贈送中龍蝦  整體來說食材豐富 飲料水果品項多 有哈根達斯
1,第一次來這用餐， 服務人員很親切 食材也很新鮮 飲料 多到會讓人懷疑在超市選飲料 下次來台北走走，還會再來此用餐👍👍👍
1,剛到場就發現許多客人在外等待用餐， 進場後點了干貝海鮮鍋、日式壽喜燒 沒點到麻辣鍋有點失誤XD 肥腸之類的沒辦法吃到 不過來到這果然還是要吃海鮮 泰國蝦、胭脂蝦、草蝦都不錯 但三點蟹吃起來有點爛爛的很可惜 蛋糕類的我就不怎麼推薦了 整體用餐環境蠻舒服，服務人員速度蠻快
1,非常厲害的火鍋吃到飽！食材頂級新鮮，湯頭美味，水果鮮甜多汁，大推的一家優質餐廳🥳👍🥰
1,這家在西門町屹立不搖 開業許久 生意興隆的火鍋 一直都沒有來吃 這次記得 來看看到底為什麼 生意這麼好了！ 用餐記得 提早 提早 提早訂位 我可以是提早三個禮拜定位吧！  直接給這面自助區食材 來個C位 海鮮豐富的程度實在很誇張 光是蝦子就有六、七種 當天沒有看到生蠔🦪 不過大顆蛤蜊、鮑魚很可以 當然螃蟹等等 實在是太多了 愛吃海鮮的人 超推薦要來的  還有🐷腦！蔬菜部分也不用說了 總類相當豐富！  肉的品質 表現還可以  鍋底的部分也好多選擇 青花椒鍋、蒙古鍋 可是試試  滿滿的飲料櫃、冰品、甜點 也都沒有少 而且還有當季的水果！ 用餐時可以還有大湖草莓🍓呢！  這樣的Cp值 滿高的 難怪生意一直這麼好 而且店家也不怕你吃 補貨速度相當快！ 就怕你時間不夠用而已！
1,來這裡沒人在吃白飯... 補食材速度比你想到要配白飯的時間還快！！ （但有白飯）  新鮮食材+補菜速度一流的超值吃到飽
0,08.05 皇家帝國的評價就是評論送東西洗出來的！  當天想吃所以6點多臨時打電話詢問還有沒有位，電話中告知要晚上十點才會有位，但如果現場排隊如果有訂位的人沒到有機會可以比較早進去！ 我們大約是7點半左右到店排候補，一直等到8:45左右發現排在我們後面的5個韓國人比我們還快可以進店，詢問過後才知道他們家排候補還分2人座位和多人座位，我們2人座位要等到前面的2人座位的顧客離開了才能進店！  ⭐️一直等到9點左右終於可以進店吃晚餐，我覺得讓人等了那麼久可以吃到美味的食物一切都蠻值得，但進去之後才是傻眼的開始！座位很擁擠跟隔壁桌客人幾乎是併桌的感覺，這些都還可以忍受，但一間吃到飽的店一直不補食材，怕人吃真的是很瞎！  食材應該只有青菜和火鍋料是不怕人吃，肉類就是一些很普通的冷凍肉片，海鮮不算太新鮮，然後補的速度真的是讓人傻眼，第一次看到吃到飽的店一盤蝦只會補個4隻5隻的，真的不誇張！蛤蜊補盤的速度大約是5分鐘？也是一小盤一下就會消失！  飲料區種類多但也就是一些便宜的飲料，蛋糕類聽說大家都不推薦我就沒嘗試了⋯⋯  只能說950+10%服務費花下去只吃到一肚子傻眼，建議要去吃的人要很有耐心，要走很多趟還要願意等個3、5分鐘才有機會能「搶」到自己想吃的食材！  台北人真的好心酸沒什麼厲害的店可以吃才會讓這間店排到翻！這間對我們來說就是一次店，完全不會有想再訪的意願！推薦桃園的魔椒，價錢比皇家帝國便宜，然後海鮮棒到沒話說，重點是完全不怕人吃，不用在那等到一肚子氣，還可以紅白酒、氣泡酒暢飲喝到開心！希望魔椒老闆有機會能到台北展店，+200都贏皇家帝國！
0,11月4日晚上8點開吃.和牛只夾一次.後面竟然說不補和牛?????爛透了
0,普通 生日6人以上送龍蝦 2人以上送松葉蟹腳 因為我們八個人聚餐兩位壽星所以兩個都有 但有點太貴了 950加一成要1045 海鮮算新鮮 嗯嗯嗯先這樣
0,我是有訂位而且因為人數的關係還提前付訂金，當天訂位13:30，我們大約一點出頭就到了，還有跟服務人員報到，結果13:30開始叫了一堆比我們晚到的人進去，我們還再門口等，問他們的店員，還跟我說位置還沒好，我跟他說我訂位一點半而且你們還要求我付訂，現在都超過時間了還沒有位置，竟然回我說客人不想走我沒有辦法！ 食材算可以，補的速度也還可以，但空間很擠，而且剛整理好的位置地上還有蝦殼，以這個價位來說我相信有更好的選擇，我不會想再去吃了，一肚子氣！
0,第一次來。滿心期待。也非常願意給5星好評。一開始一個外籍女生說晚點來確認我的手機有沒有評價到。但是等了很久也沒來。我又委託另外一個女生幫我看，也確實評價了。結果最後還是沒送說好的紅蝦。連續兩個店員都忘記？還是故意不送？今天是節後第一個工作日，周圍座位也都空著。結果弄了兩次還沒收到禮物不說，服務真的很差。很失望。最後店長說下次來再送。what？？？？？？？？ 以上消息是回家後，一邊拉肚子，一邊寫的內容。
0,要挑人少的時候去吃，不然光你等蝦補貨時間都不用吃飯了 補一次沒幾隻三兩下就空了 冰箱飲料都不冰 冰淇淋硬的要死不知道要挖到哪時後
0,東西選擇很多⋯但店員服務超級差，嚐鮮一次就好不適合再吃第二次了！！
0,主要是補海鮮速度有些慢，醬料也是，香菜一直是空的....肉很齊，菜也很齊，因為沒啥人拿。 然後肉有達一般水準，海鮮：蝦子不錯，魚可以但有刺，鮮蚵算然新鮮但有土味跟沙，水果樣式很多補很齊，動線有點問題，服務生會推一大台車在哪走來走去影響客人動線，然後客人安排座位很隨意，一半很空一半很擠，飲料甜點非常多，雖然都是一般款式，但樣式多算贏一點。一個人用餐1245，沒被服務到，還吃的不是很開心。 人家響辣1080餐點送到位，動線寬闊，會時刻注意客人是否經過或是需要服務，真心覺得需要加油。
0,5星好評送大天使紅蝦/干貝二選一 晚餐1045/人 這價位有更多選擇 用餐環境十分陽春 沒有熟食實在可惜 優點是海鮮種類多 罐裝啤酒能喝到飽
0,整體服務生態度差，食物動態不良，擁擠 1.點湯底，進門五分鐘沒有人來詢問湯底，是我自己去找服務生，過十分鐘，其他客人都開始用餐，我們的湯底還沒有來，詢問其他服務生，被告知你要找剛剛點餐的服務生，我超傻眼，馬的 2.詢問服務生問題，每個都愛理不理，我是去吃飯不是去糟蹋的 3.這樣服務還要收一成服務費？點湯也是我自己去找服務生，菜盤也是我們自己去夾菜，有問題服務生也都不回覆，我以後絕不會去的  還敢跟我說給五星好評就送生食干貝，我絕不會因為干貝而幫你做假的評價，好好管一下員工吧！  吃飯搞都完全沒心情，差評！我覺得一顆星對他們還是太多了
1,聽朋友說，這裡是專門賣日貨的地方，它的兩隻公仔很可愛，於是朋友提議帶我大冒險一番。  走進一樓人好多，但是朋友說，這已經算少了，它剛開幕的時候都要排隊入場呢！真難想像那樣的聖況啊！  我們從3樓往下逛，天啊，有好多東西都想買，還好還沒領薪水，看到價格忍了一下沒有花太多，走到2樓，有威士忌酒試喝，靠！也太順口了，且一點也不辣，朋友差點以為我要買回家。  可惜時間有點晚了來不及到一樓逛，就直接結帳了，有機會一定再去一次。對了，一定要稱讚昨晚遇到的收銀員，看我不方便，不但結帳完要我慢慢收，後來甚至還衝出來，幫我把提籃拿到外面的整理區。真的貼心到讓我嚇一大跳啊！
1,西門地段佳，從三樓開始逛下來，動線清楚，除了電器產品其他應有盡有！還有日本的葡萄、哈密瓜、酒、日常用品、泡麵。很推薦來這邊補日本味！
1,每次到台北辦事情有多出時間都會繞去挖寶，大概一年沒有去感覺變化很大，好像2樓廁所關掉不給用了要跑到4樓😅，然後跟日本同步多出很多自有品牌商品，這次去明顯感覺台灣客人變少了很好逛不會擠，感覺大家都出國扛貨了~。
0,常常來這家店 東西蠻多的 都有一些日本🇯🇵的小東西 不過可能是建築物比較老 2022/07/03早上看到老鼠在泡麵區亂竄整個嚇死😅趕快跟店員說  就看過那麼一次後來再去就都沒有了~ 整體而言是非常好的購物行程
1,現在日幣低，所以商品價格也變可愛了🩷有很多促銷活動，可以去挖寶✨️ 熟食區壽司區感覺都很美味，如果有設置用餐區就更好了🙏日式醬油鬆餅非常好吃😳 人潮很多，本來有看到特價的商品要趕快入手，不然很可能被買完就沒有了😹
1,生鮮，零食，保養非常多樣化。 會失心瘋XD  熟食區，生魚片也還不錯， 但是還是在日本現做的好吃， 就是嚐嚐味道～～
0,"坐在一樓的戶外區用餐，印象深刻是2位穿著黑色制服的男性員工，約40歲上下，走過我身邊，其中一位頭髮稀疏的，沒注意到我，直接碰撞到我的手，害我的麵包掉到地上，沒理睬，也沒有關心與慰問，就直接大剌剌的和另一位走到對面的小巷裡，當下很生氣的跟了過去，居然邊抽煙吞雲吐霧，還和另一位大聲討論那位客人怎樣怎樣....無法想像，本想去和他們理論，但和小孩們無法停留太久，只好離開，請問你們這樣是日本企業的基本待客之道嗎？ 真的很氣憤、很失望，基本的服務客人真心都沒有嗎？公司可不可以管管這樣的員工，免得客源越來越少，害了公司。  Sitting in the outdoor area on the first floor to dine, I was impressed by the sight of two male employees in black uniforms, about 40 years old, walking past me. One of them with thin hair did not notice me and directly bumped into my hand. My bread fell to the ground. I ignored it, showed no concern or condolences, and walked straight to the alley opposite with another person. I followed him angrily, and actually smoked and puffed away. , and loudly discussed with another customer how that guest was... I can’t imagine it. I wanted to argue with them, but I couldn’t stay too long with the children, so I had to leave. Is this the basic way of hospitality for Japanese companies? Dao? I am really angry and disappointed. Do you really not provide basic service to customers? Can the company take control of such employees, so as not to have fewer and fewer customers and harm the company?"
0,東西偏貴 部分商品網路價都比較便宜 也問過為什麼可以貴成這樣 店員說因為進口比較貴= = 好喔…說法就見仁見智  音樂真的有夠吵 之前逛兩小時人又超多真的聽得不耐煩 也聽過店員抱怨每天聽到做夢都會夢到  除了零食生食 部分食物衛生我「心裡」感覺不太好 個人感觀 忠孝店好很多  火災類方面也是 之前發生地震 沒有疏散 安全門還被擋住 看其他評論也不是第一次了
0,最近新聞報火災死傷嚴重才想到。 上星期同行男性朋友坐輪椅要找廁所，一樓的店員說無障礙廁所在二樓所以我們搭電梯上去，結果走道窄到不行輪椅根本進不去，扯！只好幾個女生一起扶著男性朋友進廁所，沒想到門關起來差點打不開超傻眼，如果只有一個人用廁所不就被關在裡面了嗎？ 仔細看旁邊的逃生門也被擋住，如果真的發生意外後果不堪設想，完全不建議來！對坐輪椅有需求的人也很不友善！
0,問店員，店員說不開放廁所，那請問這張照片是在貼給員工看的嗎，我搭的是客貨兩用的電梯。
0,2022/09/30 晚上，台灣西門分店的首次到訪。  從一樓上去到3樓，從3樓一層一層慢慢逛下來，在一樓跟著人群排隊結帳。  之前有去過日本🇯🇵的，那時候真的很便宜很好買。  但是台灣的話，真的要看東西耶，很多東西其實還滿不親民的，如果沒有特別要買的，可能三層樓逛完也兩手空空的出去。  好不容易看到智能手環在特價，想說買來用用看，在結帳的時候店員有說：離開前先去服務台測試，那時候還以為售後服務真好，殊不知...唉，聽到的時候就應該有警覺才對。  在服務台測試的時候，三個有一個是壞的，一旁還有一整籃的智能手環...有的上面還有貼貼紙寫”正常”...到底是有多少人退貨啊  回飯店後，照店員說的充電，有兩個充滿，一個無法充電，隔日還撥空換貨。  沒想到...經過一天的行程後，其中一個晚上充滿電的完全沒電了...這電量🔋不行啊⋯⋯商品盒裡的說明書還寫待機用7天，根本是詐騙...  又是不能充電，又是耗電太快，真的很傻眼。  但是離開台北了，也沒法退貨了....  便宜沒好貨，尤其是在這裡買3c真的要特別注意⚠️⚠️⚠️
0,動線很差，逛起來很不舒服，東西多到密密麻麻的，感覺很擁擠！ 半夜4點去逛，從ㄧ樓上到二樓的電扶梯不開，保全說公司規定，但是2樓到3樓的電扶梯卻有開，消防的動線也不合格，通道跟安全門堆滿物品，若發生事情，後果不勘設想！ 東西很多都買得到，價格比百貨公司及便利商店貴，才剛開幕，放食物的熟食區很髒亂，檯面上還有好長的頭髮，很噁心！ 希望進一些台灣沒有的商品，才能吸引客人去逛，服務人員態度冷淡，沒有笑容，沒有逛日店的感覺！ 啤酒種類少得可憐，廚房用品也很少，非常失望的一訪！ 昨晚把價值139元的蘋果切開來，裡面竟然是這樣？！
0,員工態度極差，訓練有待加強。  跟朋友正常在貨架選購，遇到店員搬貨補貨，但通道狹窄，店員竟不悅大吼「借過！」  店內動線規劃不佳難道是客人的問題？顧客不是最大，但也不是來受你們這些員工的氣的。  Google評論上也不是第一次有人反映服務態度的事，顧客也沒提什麼不合理要求，員工有需要臉臭成這樣？有事不能好好講？  你們的工作最可憐最辛苦，需要對客人出氣？別人的工作難道就不辛苦嗎？真的不爽可以不要做欸。與其做這麼不開心的工作，不如提升自己去找更好的工作。
0,日圓當台幣賣，貴死。 不要再說什麼進口稅或什麼成本的理由，有能力開那麼大的連銷店，沒能力壓低價格嗎？ 根本想賺錢而已。一個日本平民杯麵，日本賣折合台幣25元，你好意思賣90元！？
0,仗著名氣完全沒有在顧慮顧客的，價錢也沒有便宜，也沒什麼一定要在這買，不會再來！雖然他們也沒差哈哈哈哈哈哈哈 1.23:00多進來不用排隊，噴完酒精馬上說右邊上樓，從3後開始逛下來喔！一右轉，靠手扶梯停駛！我知道要省經費但也不是這樣省吧？手扶梯的踏板設計不是用來踩踏的，長時間踩踏對於店的資材維護和客人的腳和膝蓋都不好吧 2.商品如大家說的基本上很貴，可能店家覺得我又沒說我最便宜，而且很多人不知道商品的價格可能就傻傻地買了吧？反正店員自己都說東西放著就有人買 3.服務人員在賣場補充商品臉很厭世可能很忙很多事要做，臉臭就算了沒有顧慮顧客在旁邊會不會打到、或大肆的討論陳列等都沒以顧客優先 4.東西的陳列分區很凌亂令人逛起來很不舒服，標示上一樣的商品陳列在同一區不要重複標籤會讓人不知道這邊的東西是否是一樣的。想加速迴轉應該是要想辦法讓顧客動線順暢好挑選購買率提升客單價上升而不是用服務草率想要趕客人快一點！經營上有很大的問題
0,水果切盤根本就是把快爛掉的水果拿出來賣….回家打開都一個酸臭味…品管未免太差了
1,2023年07月31日～09月26日 這段時間都在附近上課 所以中午午餐有時都會來這裡覓食 家樂福裡面熟食區都蠻便宜的CP值很高哦  而這段時間可能會成為我人生中最有記憶 最有幫助的一段時間吧⁉️ 讓我人生充滿了動力 也認識了不少同學和老師 說不定將來都還有合作的機會 在這裡上了 會展企劃 原本只是抱持著領補助的心態 順便來交個朋友 拓展新的生活圈 順便調個時差 把從早上才睡的習慣改掉 但這段時間下來 卻是收穫良多 雖然上完這說長不長 說短不短的兩個月課程 不一定能成功辦一個對外的展 不過很多工作上或是對於未來經營的知識 收穫滿滿滿啊 很多美好回憶～ - 未來想持續做Google評論這塊 希望大家能給我指教、互相交流 可以的話也幫我追蹤帳號 謝謝😊☆*:.｡. o(≧▽≦)o .｡.:*☆  為了要湊200字 所以有時需要打的很瑣碎😂
0,"中等規模的家樂福量販店，韓國人喜歡來這裡逛逛。  一樓：簡餐（mister Donut, 麥當勞, 星巴克, 麥當勞, 麻膳堂）、理髮店、迪卡儂 二樓：商場（家電、日常用品、大樹藥局） 三樓：商場（酒、餅乾、飲料、生鮮食品、麵包、熟食） 四樓：餐廳（石二鍋、丸亀製麵、海底撈等）、無障礙廁所  PS. 近捷運西門站與捷運小南門站"
1,7/9前往 一樓有多種美食店家進駐，另有滿多扭蛋， 家樂福往二樓電扶梯附近有現打柳橙汁和現打椰子汁的機台挺有趣。 家樂福自家店內也有小娃娃機可以抓。 只可惜找不到指甲刀，問了店員到了指定位置也沒有找到。(後來去便利商店買了)
0,強烈建議不要開車前往  考驗駕駛新手的各種方面 單車道雙向道的「旋轉停車場」 行車分向線與右側牆壁可以「剛好」通過一台車的寬度 還有特別「突起的路面標示」提醒您別開到對向道 且與您的汽車輪胎產生一些愛恨糾葛  告知賣場，卻得到以前蠻常發生過類似事件 對話中沒有賠償的意思  停車場限高1.8公尺
1,很大又很棒的超市 店員服務很讚 想要的東西幾乎都有 棒棒的
1,"24H ,凌晨不會開冷氣，很悶熱，生意很好，有些品項都會賣完了"
0,蠻糟糕的體驗，平常經過會消費，11/6想說累計20點可以換小飛俠俠的筆，結果說免費的換完了剩下5點貼39元換購，但是集點卡沒有寫這樣規則，只有網站上有寫，有一點在坑消費者的感覺（尤其是特別為了兌換品消費），各位可能要注意家樂福的隱藏資訊的誘導手法。
1,家樂福桂林店的門市人員都很親切，尤其是家電部的袁小姐，不僅很有耐心，還會協助消費者獲得最多回饋點數，真的很讚。謝謝你!
0,強烈建議不要開車前往  考驗駕駛新手的各種方面 單車道雙向道的「旋轉停車場」 行車分向線與右側牆壁可以「剛好」通過一台車的寬度 還有特別「突起的路面標示」提醒您別開到對向道 且與您的汽車輪胎產生一些愛恨糾葛  告知賣場，卻得到以前蠻常發生過類似事件 對話中沒有賠償的意思  停車場限高1.8公尺
0,蠻糟糕的體驗，平常經過會消費，11/6想說累計20點可以換小飛俠俠的筆，結果說免費的換完了剩下5點貼39元換購，但是集點卡沒有寫這樣規則，只有網站上有寫，有一點在坑消費者的感覺（尤其是特別為了兌換品消費），各位可能要注意家樂福的隱藏資訊的誘導手法。
0,跟朋友採買，耍笨整箱忘記拿走，我獨自回去找發現不見了，家樂福員工表示報警才能調監視器，警察來之後，員工說只能警察獨自一人去看影像，警察說三樓裝箱區沒有監視器，無法證明是被人拿走，也無法確認整箱物品的下落，就此想打發我離開。兩位朋友到了後，警察才又去跟員工溝通，變成警察可以帶一位朋友去調閱，最後還是沒有結果。雖然不是多大的金額，但警察的處理態度感覺只是想息事寧人，感受超級差，員工也從頭到尾沒有任何表示。  抱怨完了，希望家樂福能裝監視器，小偷滾滾開，好人一生平安。
0,動線設計詭異 商品放置於入口外 樓上停車下來直接沒有經過 也沒有工作人員可以詢問 走到結帳櫃檯 發現在外面又要從走一次 沒有服務熱忱就回家睡覺 不要來上大夜班
0,三樓裝箱的地方沒有裝設監視器非常令人驚訝，明明是非常容易遺失東西的地方卻沒有裝設，只能說家樂福對於消費者而言十分沒有保障，希望能在此處裝設監視器！ 也希望能提高員工對於遺失物處理的態度，我們面對的員工態度十分不積極。 也提醒大家離開任何地方都要注意自己有沒有帶好自己的東西😔
0,最近這2個月逛了好幾次，2樓跟3樓的飲水機故障了，怎麼都沒有冰水？ 昨天再去逛還是一樣沒有冰水，或許是沒故障只是沒冰水而已，送去修理划不來！ 又過了1個多月還是一樣沒冰水，擺明就是要消費者自己進去用買的，生意人當然是希望增加營業額，這也是一種手法。
0,很爛的商家，在Uber訂購了枕頭和枕頭保潔墊，結果枕頭沒貨也不通知一下，大半夜的只送一個枕頭保潔墊給我，等了一個多小時，剛搬家具然給我搞烏龍！做事沒頭腦嗎？真是火大😤
0,沒有耗材可更換，人員推薦買時也搞不清楚，很不專業
0,今天早上11點去逛麵包區，他們的制服都很正式，唯獨有1位壯碩男員工很特別，頭上綁個髮髻，卻沒有戴衛生網帽在包麵包，讓人感覺有衛生疑慮！ 6/11晚上6：10左右再度去逛麵包區，剛好看到這位沒戴衛生網帽的員工在烤牛奶棒，難道都不擔心他的頭髮掉進去裡面 ？
0,車道超級狹窄，大車非常容易刮到車身，賣場也很雜亂跟狹窄，不過畢竟是寸土寸金的地段，能理解的，只是寧願去別家舒適寬敞的賣場採購
1,夜市雖然不大，但吃的很多，一圈逛下來真的吃很飽。
1,捷運方便，好吃又好逛~~ 滷味、白糖粿、酥炸臭豆腐、 麻辣臭豆腐推推😋😋
1,在雲泰小鎮泰式料理前面有家賣芒果糯米的攤子，上次去是弟弟在擺攤。 新鮮芒果加上椰奶還有軟糯的糯米，真的非常好吃！
1,20231105_帶著兩老坐捷運，大眾交通運輸的一天；晚餐到公館夜市，想不到有這麼多好吃的美食；4.7顆星。 20191011_此處很多隱藏版美食，要用走的才知道!
0,40 年前 台灣大學對面 校園書房 不倒店 現在已經改頭換面 雖然比不上誠品書店 少點商業氣息 高腳椅讓你逛街累了 還可以去 休息一下吧
0,這間老闆娘超級無敵惡劣的店家，我在這個攤販旁的地瓜球攤販買地瓜球，等待期間因油溫高，稍微晚旁邊站了一下，結果老闆娘就問説妳有要買嗎？我説沒有，她就説那妳往旁邊站，做出很不耐煩的手勢讓我往旁邊去，還説我擋到她的招牌了，靠…大馬路上什麼時候變成她的家…很機車…請問這個可以報警？（我尊重用自己勞力付出賺錢的人，但不待我可以對這種事情一笑置之…）
0,公館夜市第60攤可麗餅老闆娘戴手套的手一邊製作餐點一邊摸其它東西
0,到處都是在走動的人群裡面抽煙的！食安堪慮！小孩不要帶來逛，吸二手菸都飽了！
0,很髒、地板很多成年油垢很噁心、被踩扁的蟑螂屍體、攤販食品衛生堪慮怎麼沒人來稽查，很難想像這裡是中華民國一國的首都。
0,十分難停車，難開車的地方，汀州路小條車多，摩托車更多，警察也很多，行人也沒照人行道走，逛的很累。
0,20年過去了，只有吵雜擁擠，還能剩什麼？每條巷子街道的人行走道無法承載行人，誰管理的這裡？ 慎選餐廳飲食並留意巷道內餐廳緊急出口動向。
0,路窄人多，非常令人厭惡。有一家韓式炒泡麵攤子，口味尚可，量很少。
0,昨天跟同事約去逛公館，出公館站公館捷運站的1號出口，那有一個賣帽子的店，態度非常差，請大家不要去那家買，爛死了
0,這是大台北地區重要的交通樞紐 鄰近台大 是個年輕學子 以及眾多美食的好地方 開車跟騎機車  位置有限 大家坐大眾捷運 較方便
0,稱不上什麼夜市，沒啥好逛，只能叫做小型商圈
0,今天在玩具部體驗了什麼叫毫無人情味！ 那裡有兩個寶可夢遊戲機，人多的時候，排隊情況很糟糕，已經分不清哪個人排哪個機了，今天晚上我們家兩個小孩乖乖排在他們拉起的紅線範圍內，本想著9:45關機前起碼可以玩到一次，因為算算排在我們前面的玩家大家輪流的話，是可以玩到的。 結果排了半個多小時終於排到的時候（沒算還有人玩了沒出來排隊，又進入新的局），裡面的工作人員出來根本不理會我們的請求讓我們玩一次就冷冷的把機器關掉了，然後隔壁的那個玩家玩兩次也不輪流，他的第二次遊戲才剛剛開始，工作人員要等他結束才能關機，但就偏不讓我們玩。其實玩一次是6分鐘左右，商店10點關門，我們玩完也還是在他們關門前，而且也不會有更過分的要求，不會影響店員下班時間。 若是我們沒排隊而是最後一分鐘出現要求店員要等我們玩完，這就是我們不應該了，但孩子們很有耐心，也很守秩序的排隊，只是不知道有兩條隊伍，因我們前面的排的很亂。  所以我非常的認真的建議誠品公司如果提供兩台遊戲機就分兩個紅色的排隊線，而不是一堆人擠在遊戲機前面，真的分不出來哪個是玩家，哪個是陪同者，也不知道要怎麼排隊，或者在9:15分以後就放一個停止排隊的牌子，這樣來晚的人就不用排半個小時以後也玩不到，浪費時間！
0,6/29很驚訝能挖到這本翻譯著作，但本書價格偏貴，櫃檯男店員很好心幫我留到7/4，讓我7月時可以使用77折價券結帳，但7/3晚上我來結帳櫃檯拿書時卻滿肚子火，已明確告知書名、個人資訊、保留日期，女店員卻找不到書，居然就跟我說只能保留一天，該書已經沒有寄放在櫃檯，要我自行去服務台詢問書是否還在門市。  我至服務台詢問後，等了數十分鐘，服務台才跟我答覆說門市找不到這本，我只能把6月底請店員留書的情況再次完整陳述給服務台，服務台這才甘願請結帳櫃檯的人員重新找是否還保留在櫃檯處，並喝令我立馬到結帳櫃檯確認！  待我再次奔向結帳櫃檯時，二度向負責結帳的店員確認是否找到書，這次換成另一位捲毛戴眼鏡的女店員，看到她那種臉部表情的反應實在讓人火大，就一臉質疑我的樣子，一副輕浮模樣，之後才勉強再去後方寄放的櫃子找。  所幸最後有找到，而實際上該書其實一直都放在結帳後方的櫃子，不管這交接出什麼問題，要我這個消費者來回奔波服務台和結帳櫃檯之間有夠離譜，足足浪費了我半小時被當猴耍，被當皮球踢還不打緊，一來一往的過程店員無論在口氣應對上和臉部表情反應均難謂有禮，實為令人介懷之處，來消費卻又要承受店員如此傲慢態度，著實令人忿恚！
0,地下一樓的淨淨專櫃說什麼打卡送濕紙巾，但過去的時候騙說已經送完，也沒有公告在臉書，就愛辦活動又怕人家拿的心態，很糟糕！
0,餐廳11點開始沒問題，位置保留十分鐘也沒問題 結果一堆客人10:55分坐電梯上來像難民卡在誠品鐵門外面
0,早上九點半開車進誠品停B4，電梯沒開，爬樓梯到一樓才看到公告書店11點開，這種資訊可以在停車場路口就先公告嗎？至少電梯口也貼一下吧，爬樓梯就算了，停車費還白白繳了50元？！ Ps.停車管理員還硬拗說電梯口都有公告（明明沒有），新聞都有跑馬燈在說營業時間改了？官方app我是沒看到啦
0,雖然誠品信義年底結束營業覺得很可惜，不過保安人員的態度可以好一點嘛，不能因為有可能會失業而對人態度不好，尤其是保安組長，講得好像這裡是他家一樣，門口都歸他管........哎，誠品這個品牌可惜了～～～
0,停車場的繳費機吃錢，管理人員兇巴巴的說「好啦，我姑且相信你們」。讓人聽了感覺十分不適。我說你可以看監視錄影器沒關係，對方卻仍然堅持這麼說。為了100塊我有必要觸法嗎？再也不想來這裡消費了。有本事去告我吧，監視錄影器不會撒謊
